,s1,s2,score_gold,rank_gold,score_WRD,rank_WRD,score_COS,rank_COS,score_ROTS4,rank_ROTS4,score_ROTSmean,rank_ROTSmean,SCORE_SELECTION,RANK_SELECTION
1161,"syrian forces shell towns , clash with rebels",syrian forces and rebels clash in coastal province,2.6,650,0.711919911,1124,0.817896569,1109,0.928764475,1079,0.866619627,1088,-0.327712469,75
596,a man has his son on his back,a man spent his time with his son .,2.4,595,0.595413796,850,0.702099739,808,0.81261844,839,0.75379688,834,-0.327723345,-20
1050,the attack seemed similar to others staged near foreign compounds in riyadh on may 12 .,"the attack seemed similar to attacks staged near foreign compounds in riyadh on may 12 , for which officials have also blamed al-qaida .",3.6,954,0.709694553,1117,0.875902831,1236,0.967057401,1145,0.917086969,1195,-0.327906524,63
907,"shares of mandalay closed down eight cents to $ 29.42 , before the earnings were announced .",shares of mandalay closed down 8 cents at $ 29.42 thursday .,4,1122,0.706716641,1109,0.815413655,1104,1.018650029,1230,0.910413819,1180,-0.328603045,-185
714,"you just have to base your answer on what you do know , which is what you want .",you have to do what is right for you .,2,487,0.472289104,510,0.759547109,946,0.780250159,767,0.766280979,860,-0.328664104,-78
466,a dog is standing in the sand .,a tan dog is standing in front of some plants .,2,458,0.437374273,422,0.565142604,463,0.665805454,517,0.612606141,496,-0.329094031,-77
936,"shares of mony were gaining $ 2.57 , or 9 % , to $ 31.90 in after-hours trading on instinet .",mony shares rose 8.76 per cent to $ 31.90 in after-hours trading in new york .,3.25,832,0.585188817,826,0.712633018,831,0.878358921,969,0.78912804,905,-0.329273641,-267
438,a black dog is jumping out of water .,a black dog is shaking off water .,3,720,0.661667526,1017,0.660636263,701,0.825865513,877,0.738417901,796,-0.329427237,2
1170,suicide bomber kills 6 in afghan capital,suicide bomber kills 37 at mosque in afghanistan,2,521,0.591507678,842,0.70513041,814,0.813621875,843,0.755885284,840,-0.330605661,-30
284,a yellow bird is eating fruit on a wire grate .,a yellow bird eating fruit on a bird feeder .,2.8,677,0.653534112,997,0.757565271,936,0.870891452,948,0.804521203,931,-0.33068352,37
1306,"15 dead in iraq attacks , bomb at football pitch",46 dead in iraq attack blitz,1.4,372,0.495539352,587,0.656470764,690,0.741412992,681,0.688512114,672,-0.330815868,-85
858,it 's not a good idea .,"it 's not just a good idea , it 's an excellent idea .",1,290,0.737785939,1177,0.895574492,1274,0.982132755,1163,0.923500078,1203,-0.33090508,125
1107,"shortly after the opening bell , the dow jones industrial average was up 11.13 to 9,228.48 , while the s & p 500 index gained 1.74 to 982.33 .","after a weak start , the dow jones industrial average ended the day up 26.26 to 9,217.35 , while the s & p 500 index rose 3 to 980.59 .",1.6,399,0.61058327,898,0.657522811,692,0.799565557,815,0.719946824,754,-0.331025033,-40
579,the man is planning to shoot a wedding,the woman is going to a wedding .,1.4,361,0.498418896,594,0.673800234,729,0.751989718,705,0.711352427,736,-0.331760306,-87
42,a man is playing a guitar .,a man is singing while playing the guitar .,3.6,925,0.677996994,1052,0.861046577,1203,0.977471404,1157,0.915043613,1190,-0.331893224,-59
1343,"3 dead , 4 missing in central china construction accident","one dead , 8 missing in vietnam boat accident",0.4,176,0.551335866,734,0.647789653,662,0.765613797,739,0.699938857,700,-0.332102075,-82
503,the boy is raising his hand .,the man is raising his hand .,3.4,867,0.7728528,1244,0.826136085,1126,0.966083323,1138,0.894381889,1146,-0.333177762,94
208,a man is playing a ukulele .,a man is sitting and playing a small guitar .,2.2,540,0.539631424,701,0.682542312,763,0.777783064,763,0.7272073,771,-0.333392394,-62
1096,mr mcdonnell is leading grant thornton international 's inquiry into the italian business .,mr mcdonnell wants to establish if the italian business followed grant thornton 's audit procedures .,2.75,668,0.586016136,829,0.654975416,687,0.787708834,787,0.710190487,730,-0.334426117,-58
437,two brown dogs runs through the water .,two brown dogs running through water .,4.6,1233,0.894243321,1353,0.90311204,1285,1.108891354,1329,0.99305991,1314,-0.335138068,-20
297,a white bird with long orange legs standing by a lake .,large white bird with long orange beak standing on the shoreline .,3,713,0.658453007,1010,0.761060349,948,0.877589865,966,0.809105388,944,-0.335666373,26
1265,gunmen kidnap airline pilots in lebanon,gunmen kidnap 2 turkish airlines pilots in lebanon,4.2,1177,0.724902235,1159,0.870402507,1216,1.080656771,1310,0.969789435,1282,-0.33581327,-209
795,it is impossible to answer this question without a form check .,"it is difficult , if not impossible , to give a complete answer to this question .",2,501,0.582506467,814,0.789697197,1027,0.854419389,912,0.814591388,961,-0.336635114,17
648,the rule - when in doubt throw it out !,"i always go by the rule "" when in doubt , throw it out !",4,1080,0.728426968,1166,0.912519714,1307,1.060893708,1283,0.979599744,1294,-0.337694669,-93
487,four dogs stand in the snow .,four dogs playing in the snow .,3.6,936,0.711448349,1123,0.76210112,952,0.914188878,1050,0.835737992,1018,-0.337724984,-25
521,the tennis player hit the ball into outer space and broke the death star .,a female tennis player is leaping into the air to hit the ball .,1.2,320,0.517324698,637,0.627578837,605,0.74142229,682,0.67926622,645,-0.337941045,-122
717,you don 't need to know everything .,you don 't have to know .,3,738,0.626852031,932,0.797188764,1054,0.881357118,974,0.835159737,1016,-0.338673441,38
834,i would personally beware of the motley fool .,i would recommend looking at the motley fool .,2,514,0.645031837,974,0.761240754,949,0.872685939,952,0.814346506,959,-0.339099287,19
690,it depends on what they are .,"it depends on what they are evaluating , and how .",2,477,0.642282945,964,0.811443739,1091,0.896754673,1006,0.849037904,1053,-0.339782661,43
489,a man running on a track .,a man running track,5,1303,0.949596303,1365,0.991201513,1366,1.199590957,1368,1.089374036,1372,-0.339979731,-5
822,it depends on what they are .,it depends on how it 's used .,1,283,0.598968382,862,0.802307351,1068,0.871156099,950,0.833513093,1010,-0.341036466,30
1055,the bluecore3-multimedia includes a 16-bit stereo audio codec with dual adc and dac for stereo audio .,bluecore3-multimedia contains an open platform dsp co-processor and also includes a 16-bit stereo audio codec with dual adc and dac for stereo audio .,3.6,955,0.714471076,1131,0.934357567,1329,1.000485032,1203,0.959295102,1266,-0.341083573,54
340,home office space with bright green walls and artwork .,small office space with bright green walls .,3.8,1002,0.735118317,1174,0.851557804,1182,0.989097344,1177,0.9106485,1181,-0.341755201,2
58,some men are sawing .,men are sawing logs .,3.4,846,0.656883645,1006,0.791239826,1033,0.918330259,1055,0.853807997,1066,-0.342304336,-71
791,i don 't think that there 's any .,i don 't think there are any benefits .,3,751,0.657155887,1007,0.717165273,839,0.858784769,921,0.781367762,887,-0.343248378,4
642,unfortunately the answer to your question is we simply do not know .,"my answer to your question is "" probably not "" .",1,256,0.520761495,645,0.755383357,933,0.81022679,832,0.780119417,886,-0.344308728,-86
990,"last year , cuban officials said none of nearly two dozen nominated cuban musicians received u.s. visas on time to attend the grammys in los angeles .",cuban officials said that last year none of about two dozen nominated cuban musicians received u.s. visas in time to attend the latin grammys .,3.8,1021,0.845767864,1319,0.911899309,1306,1.051051479,1272,0.969252067,1280,-0.344435784,81
524,a man uses a chainsaw to sculpt a phallic ice sculpture .,a man is using a chainsaw to carve a wooden sculpture .,2.6,634,0.53288471,680,0.700715992,801,0.789338865,790,0.742477497,806,-0.345077029,-99
966,"the agency will "" consider as timely any tax returns or payments due "" aug. 15 if they are submitted by aug. 22 .",the agency said it would consider as timely any tax returns or payments due from friday through aug. 22 if they are completed by aug. 22 .,4.25,1185,0.798588351,1276,0.914376983,1308,1.080508887,1308,0.978384994,1292,-0.345229142,-32
1039,"in that case , the court held that cincinnati had violated the first amendment in banning only the advertising pamphlets in the interest of aesthetics .","in that case , the court held that the city of cincinnati had violated the first amendment in banning , in the interest of aesthetics , only the advertising pamphlets .",5,1360,0.95620009,1367,0.990115357,1365,1.20002727,1369,1.079031689,1369,-0.346369987,-6
1177,romney wins nevada caucus,romney shifts focus to santorum ahead caucuses,1,295,0.368424769,297,0.611851998,565,0.66391718,514,0.636674198,542,-0.347557594,-166
1109,""" we are expending all available resources toward the investigation , "" said assistant u.s. attorney todd greenberg , a counterterrorism prosecutor in seattle .",""" we are aware of the situation , "" said assistant us attorney todd greenberg , a counter-terrorism prosecutor in seattle .",2.667,659,0.583436263,821,0.69316491,785,0.812196228,837,0.741714796,805,-0.347791284,-68
1129,tropical storm heads for pass along honduras coast,tropical storm warnings for southeast coast,1.4,365,0.49772821,591,0.674973381,735,0.760407733,729,0.71215065,737,-0.348113875,-132
739,"you can use it , too .","you can do it , too .",3,744,0.745293472,1191,0.827780492,1129,0.960830411,1134,0.8933911,1144,-0.348586859,52
29,a little boy is singing and playing a guitar .,a man is singing and playing the guitar .,2.2,537,0.744212156,1187,0.876749835,1239,0.984885756,1169,0.928194461,1207,-0.348809522,88
759,how do you do that ?,how should you do that ?,4,1096,0.788064628,1260,0.905129083,1292,1.033018262,1249,0.968308011,1278,-0.348972069,54
440,woman playing tennis and hitting the ball .,a woman is playing volley ball .,2,456,0.626028876,930,0.755683783,934,0.865596098,931,0.805536802,935,-0.349479536,2
127,a man is playing a guitar .,a woman is playing the guitar .,2.75,661,0.846737983,1320,0.909180338,1300,1.052783616,1274,0.979986254,1295,-0.349648911,72
1036,"dennehy , who transferred to baylor last year after getting kicked off the university of new mexico lobos for temper tantrums , had begun to read the bible daily .","dennehy , who transferred to baylor last year after getting kicked off the university of new mexico lobos for temper tantrums , became a born-again christian in june 2002 .",3.6,951,0.772127791,1242,0.855166955,1191,0.988596077,1175,0.912502715,1186,-0.349897409,83
1230,delhi gang rape victim dies in singapore hospital,delhi gang rape victim flown to singapore hospital,3.4,893,0.833893177,1312,0.877572501,1241,1.030692842,1245,0.94207436,1236,-0.349920006,63
468,a blonde haired toddler swinging on a tire swing .,a blonde haired child is swinging on a tire swing .,4.8,1265,0.908889321,1356,0.950927032,1346,1.165152022,1357,1.050123246,1355,-0.350120398,-12
1143,portugal drownings : uk girl and grandad named,british girl and grandad drown in portugal,2.2,557,0.600016453,865,0.698733247,796,0.824513988,870,0.754001851,835,-0.350278276,-79
1195,supreme court to hear voting rights act case,supreme court to hear corporate human rights case,1.4,369,0.707892265,1113,0.744680403,898,0.901456439,1016,0.814352238,960,-0.350340211,-21
694,this is not a good idea .,this is probably not a good idea but i will suggest it anyhow .,2,480,0.41273025,369,0.601066453,547,0.682370859,551,0.636978741,543,-0.350945016,36
435,two black dogs are jumping and playing with a yellow tennis ball in the snow .,a brown dog and a black dog playing with a yellow soccer ball .,2,454,0.59928424,863,0.74590625,903,0.84838079,904,0.791181813,910,-0.351571091,-42
975,the chelsea defender marcel desailly has been the latest to speak out .,"marcel desailly , the france captain and chelsea defender , believes the latter is true .",2.25,571,0.479957272,541,0.626597157,598,0.729078534,658,0.668126964,623,-0.351602638,-117
1042,"southwest said its traffic was up 4.6 percent in the quarter , and it ended the quarter with $ 2.2 billion in cash .",southwest said its traffic was up 4.6 percent in the quarter on a capacity increase of 4.2 percent .,3.176,793,0.651648656,993,0.765226184,960,0.884250102,981,0.815556996,963,-0.351625364,-9
615,a man in a blue dress shirt .,a man in a white shirt and blue pants is talking with a woman in a pink shirt .,1.8,428,0.603320905,874,0.829401328,1136,0.89233919,996,0.854989023,1069,-0.351956147,18
934,"in the united states , 20.7 percent of all women smoke .","nevada is where the most women smoke , 28 percent .",1.333,347,0.56419821,768,0.682242913,762,0.799218608,811,0.728074783,775,-0.351996094,-92
1153,not ' hiding the ball ' on russia : obama,obama says he 's not ' hiding the ball ' on russia,4.4,1206,0.798029201,1275,0.919745874,1317,1.116906123,1331,0.998660657,1318,-0.352095573,-70
950,bolivia 's army fought to stop columns of protesters from streaming into the food-starved capital on wednesday as a popular uprising against the president spread .,"bolivia 's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on wednesday , leaving two dead as a popular uprising against the president spread .",2.8,696,0.698181742,1089,0.784489181,1010,0.918355276,1056,0.841502635,1031,-0.354039628,-13
1048,"aventis , based in strasbourg , france , is one of a handful of companies that still make the flu vaccine .","aventis , based in strasbourg , france , is one of the leading producers of the vaccine and one of a handful of companies that still make it .",3.6,953,0.810856508,1286,0.877757788,1242,1.021366256,1233,0.94329247,1237,-0.354118215,62
880,bremer said one initiative is to launch a us $ 70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects .,"bremer said he would launch a $ 70-million program in the next two weeks to clean up neighborhoods across iraq and build community projects , but gave no details .",3.6,940,0.749539511,1205,0.862056547,1207,0.983052957,1165,0.90907171,1176,-0.354509856,82
595,two women walk down the sidewalk to the store .,two women walk down the sidewalk in the afternoon .,3.8,1013,0.769407245,1236,0.808476043,1084,0.966323975,1139,0.883794307,1124,-0.354764663,42
362,a passenger train waiting at the city train station .,a passenger train with a yellow engine .,1.8,418,0.481449877,549,0.698855146,798,0.768046035,745,0.731576215,782,-0.355787046,-143
621,the dog is chasing the geese .,one dog is chasing the other .,1.6,393,0.625665005,929,0.769757914,969,0.87613402,963,0.822776649,977,-0.356845121,-28
706,i 've had this same problem .,i 've had this problem while working in a pubs .,2,485,0.502758136,603,0.608973104,559,0.734797616,668,0.669911095,625,-0.357863993,-174
614,a woman and a man embrace while watching a horror movie .,a man and a woman watch a movie together .,2.8,694,0.551484078,735,0.700959169,804,0.813780888,844,0.755533336,839,-0.358086686,-149
633,you should just ask your boss what he wants you to do .,"you should listen to your boss , because you 're not paid to tell the boss what to do .",2,467,0.538507731,697,0.740061778,881,0.818578757,855,0.760478383,849,-0.358588004,-132
181,a boy is playing the violin onstage .,a boy is playing an instrument .,2.8,674,0.580762058,806,0.737358765,876,0.838482237,891,0.787119987,901,-0.358843652,-100
1079,kodak expects earnings of 5 cents to 25 cents a share in the quarter .,analysts surveyed by thomson first call had expected kodak to earn 68 cents a share for the quarter .,2.4,600,0.468532357,496,0.683482057,764,0.767353589,741,0.718663628,751,-0.359757478,-14
1149,erdogan 's party submits plan for turkish presidency,erdogan 's party aims for turkish presidency,3.6,956,0.712321241,1127,0.807214632,1081,0.948016731,1111,0.867385064,1091,-0.36114007,-14
324,an old fashioned wooden sailing ship in the ocean .,an old fashioned wooden sailing ship is parked at the pier .,2.8,678,0.699327845,1092,0.819344502,1111,0.940012386,1103,0.868247689,1095,-0.361352425,-3
1181,sunday times journalist marie colvin killed in syria,"sunday times journalist , french photographer ' killed in syria'",2.8,701,0.705632641,1108,0.715216187,836,0.891480612,994,0.793551628,916,-0.362112396,-44
1120,"in other markets , u.s. treasuries started off on monday weaker , as stocks rose early .","in other markets , u.s. treasuries inched higher as declining stocks raised the appeal of safe-haven debt .",1.4,364,0.458966727,474,0.613022044,571,0.717218058,637,0.660109455,602,-0.362447344,-229
841,you should do it .,you should never do it .,1,287,0.66175717,1018,0.783046562,1007,0.903785466,1024,0.842503602,1033,-0.362767201,-23
661,"the coffee simply picks up the aluminum from the pot , as the coffee is acidic .",one idea is cleaning the coffee residue from the coffee pot .,1,259,0.480827276,545,0.701754701,806,0.772914351,754,0.730649531,778,-0.363246725,-157
370,"two cats , one brown and one white laying on a bed with a blue blanket .","two cats , one ginger , the other white laying on a bed .",3.2,805,0.627673153,936,0.777226218,990,0.896667015,1005,0.831076719,1000,-0.363780966,-84
1176,some syria violence amounts to civil war-red cross,some syria violence qualifies as civil war -red cross,4.4,1208,0.850629939,1325,0.87598052,1237,1.079510006,1306,0.966990724,1276,-0.365630471,-50
894,"sean harrigan , president of the california public employees ' retirement system , also suggested paring down the nyse 's 27-member board , changing its composition and making it more accountable .","sean harrigan , president of the california public employees ' retirement system , also suggested paring the nyse 's 27-member board and allotting more seats to investors outside the securities industry .",3.4,873,0.681455243,1055,0.734680514,874,0.891020705,992,0.800698943,925,-0.365905653,-55
1168,british soldier killed in southern afghanistan,two british soldiers killed in afghanistan,3,782,0.749276723,1204,0.871421536,1218,0.993318942,1185,0.9231242,1202,-0.365939625,52
960,"idec shareholders would own 50.5 percent of the stock of the combined company , and biogen shareholders the remaining 49.5 percent .",the companies said idec holders would own about 50.5 percent of the stock of the combined company .,3,768,0.642647979,966,0.812815466,1097,0.911322325,1038,0.847526393,1050,-0.367181205,-13
958,"in addition to o 'connor , rehnquist 's majority opinion was joined by justices david souter , ruth bader ginsburg , and stephen breyer .","joining him in the majority opinion were justices sandra day o 'connor , david h. souter , ruth bader ginsburg and stephen g. breyer .",3.6,945,0.794376618,1271,0.943039767,1340,1.052659818,1273,0.987612438,1307,-0.36790325,65
606,two girls are running .,three boys are running .,2.2,551,0.878063547,1345,0.874181217,1225,1.060609879,1281,0.967006154,1277,-0.368974994,8
394,a brown and white dog is running through the snow .,a brown and white dog is running on the grass .,2.4,587,0.70980879,1118,0.779965595,997,0.929580852,1083,0.849240831,1055,-0.369387318,-51
17,a man is singing and playing a guitar .,a man is playing a guitar .,3.6,923,0.745096833,1188,0.874182118,1226,0.99522414,1189,0.930411928,1212,-0.371169328,36
155,a person is peeling a potato .,the man is peeling a potato .,3.75,970,0.818516752,1297,0.880782174,1245,1.035813344,1255,0.957577101,1263,-0.372327762,32
6,a man is riding an electric bicycle .,a man is riding a bicycle .,3.5,900,0.701083647,1096,0.859976631,1201,0.966898908,1144,0.912225819,1185,-0.372737537,9
1242,two firefighters killed in new york ambush,two new york firefighters in guarded condition after deadly ambush,2.6,653,0.575648921,794,0.705321067,815,0.827090674,878,0.75975845,848,-0.37321136,-147
1005,"a 25 percent increase would raise undergraduate tuition to about $ 5,247 annually , including miscellaneous , campus-based fees .","the 25 percent hike takes annual uc undergraduate tuition to $ 4,794 and graduate fees to $ 5,019 .",2.5,613,0.510306231,622,0.712332224,829,0.797951731,808,0.749968878,825,-0.373265006,-165
1003,yucaipa owned dominick 's before selling the chain to safeway in 1998 for $ 2.5 billion .,yucaipa bought dominick 's in 1995 for $ 693 million and sold it to safeway for $ 1.8 billion in 1998 .,2.6,641,0.645608243,977,0.773199244,979,0.896192138,1004,0.823567358,980,-0.373576789,-52
926,"yesterday , shares closed up 29 cents , or 0.54 percent , at $ 54.32 .","amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .",2.8,695,0.590846205,841,0.706179418,819,0.835319139,886,0.764544901,855,-0.373612654,-112
1051,""" we put a lot of effort and energy into improving our patching process , probably later than we should have and now we 're just gaining incredible speed .",""" we 've put a lot of effort and energy into improving our patching progress , probably later than we should have .",3.75,982,0.727286457,1164,0.877398718,1240,1.012261078,1219,0.936715986,1223,-0.374409895,-34
299,three bicyclists crossing a bridge in a city .,the bicyclists are crossing a bridge in the rain .,3,714,0.714892662,1132,0.853594871,1187,0.97205558,1152,0.908036603,1174,-0.375623628,15
970,"the 30-year bond us30yt = rr rose 22 / 32 for a yield of 4.31 percent , versus 4.35 percent at wednesday 's close .","the 30-year bond us30yt = rr grew 1-3 / 32 for a yield of 4.30 percent , down from 4.35 percent late wednesday .",3.8,1018,0.746667848,1195,0.843694311,1167,0.997002472,1195,0.915681495,1191,-0.376978482,-28
1236,egypt arrests muslim brotherhood supreme guide,egypt bans muslim brotherhood group,2.2,565,0.534902803,687,0.677280153,740,0.794882444,799,0.731368168,781,-0.377581931,-171
433,a light brown dog runs down a path happily .,a pale dog runs down a path .,3.4,862,0.634569543,953,0.750574487,911,0.927195402,1076,0.83449181,1014,-0.378385861,-288
540,three men sit on a bench .,two men sit on a bench .,3.2,809,0.989143587,1373,0.997549458,1372,1.182860921,1362,1.088775173,1371,-0.379028797,21
302,a black dog looking at the camera .,the black and white bull is looking at the camera .,2,451,0.645056137,975,0.746213964,904,0.885170239,984,0.809004462,941,-0.379070376,-89
921,"schools chancellor joel klein said the push for higher standards and accountability "" is showing results . """,schools chancellor joel klein said he was pleased by the results .,3,762,0.55793889,748,0.691351307,781,0.857464826,918,0.763189957,853,-0.381517234,-279
1315,neymar powers brazil into last 16,neymar powers brazil into world cup last 16,4.4,1214,0.782691482,1254,0.907409709,1295,1.133298335,1345,1.009187009,1323,-0.381878443,-141
1040,"box cutters were used as a weapon by the sept . 11 , 2001 , hijackers and have since been banned as carry-on items .","box cutters were the weapons used by the 19 hijackers in the sept . 11 , 2001 , attacks .",3.4,883,0.659532243,1012,0.823388739,1120,0.952941308,1118,0.885668549,1129,-0.382026121,-104
1098,"the workers accuse general dynamics of "" reverse age discrimination "" because of a change in retirement benefits in 1997 .",general dynamics was sued when it changed its retirement benefits in 1997 .,2.6,648,0.548972968,727,0.699431974,800,0.815454879,847,0.74879463,820,-0.382504817,-167
41,a woman is talking on a cell phone .,a man and woman are talking on the phone .,3,706,0.713996349,1129,0.834592384,1150,0.96606034,1137,0.899347522,1157,-0.383531948,5
1130,suicide bomber kills 12 in nigeria church,suicide bomber kills 21 in nw pakistan,0.75,214,0.685407384,1062,0.758105039,938,0.913785128,1048,0.831269047,1002,-0.384057834,-96
1057,"bremer , 61 , is a onetime assistant to former secretaries of state william p. rogers and henry kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989 .","bremer , 61 , is a former assistant to former secretaries of state william p. rogers and henry kissinger .",3,776,0.654445615,1001,0.829154554,1135,0.933849025,1090,0.875515691,1106,-0.384097883,-44
743,unfortunately the answer to your question is we simply do not know .,the answer to your question is not really .,1,268,0.539992977,703,0.806430859,1075,0.865438853,929,0.833614183,1012,-0.384453871,-80
997,"about 1,557 genes on chromosome 6 are thought to be functional .","the remaining 1,557 genes are believed to be all functional .",2.75,666,0.609745554,893,0.752010504,919,0.873481332,956,0.806202623,937,-0.385206606,-100
569,the woman is wearing yellow .,the woman is wearing red .,2.8,689,0.856556521,1334,0.893403506,1265,1.068664956,1295,0.980037978,1296,-0.387369885,9
1054,"the meat , poultry , butter , cheese and nuts were impounded a year ago at a lagrou cold storage warehouse in chicago .","the meat , poultry , butter , cheese and nuts were being stored by more than 100 wholesalers in chicago .",1.8,432,0.601449281,869,0.721258474,848,0.855874062,913,0.78138432,888,-0.389040369,-109
716,it really doesn 't matter .,it doesn 't matter unless it is really far off .,3,737,0.580083845,804,0.811238661,1090,0.910173713,1036,0.856912496,1071,-0.389192611,-178
709,"yes , you have to file a tax return in canada .",you are not required to file a tax return in canada if you have no taxable income .,1,264,0.616743003,912,0.800292393,1062,0.903336931,1021,0.840160612,1028,-0.389638467,-68
849,there are a few things you can do :,there are a few things i think you should do .,3,753,0.735799754,1175,0.887805243,1257,1.00672816,1209,0.937559268,1227,-0.389851322,14
153,a man is playing a guitar .,a man is playing a guitar and singing .,3.2,797,0.745096833,1189,0.874182118,1227,1.004650533,1205,0.937596778,1228,-0.390022115,6
1092,"reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless , huddled in blankets to protect them from the cold .","reuters witnesses said public squares were packed with crying children and people left homeless , huddled in blankets to protect them from the cold .",3.25,839,0.809883804,1285,0.926795831,1325,1.063376833,1287,0.986433661,1304,-0.39007403,36
1086,"navistar shares were down 44 cents , or 1.1 percent , at $ 41.19 on the new york stock exchange after falling as low as $ 39.93 .",navistar shares rose a penny to $ 41.64 at late afternoon on the new york stock exchange after earlier falling as low as $ 39.93 .,2,518,0.690658375,1076,0.805390387,1074,0.944491538,1105,0.865981329,1086,-0.392934314,-60
1115,the episcopal diocese of central florida became one of the first in the nation saturday to officially reject the national denomination 's policies on homosexuality .,the episcopal diocese of central florida voted saturday to repudiate a decision by the denomination 's national convention to confirm a gay man as bishop .,2.75,669,0.583200607,819,0.763641048,956,0.870030119,946,0.811544549,951,-0.393218583,-117
398,a black and white dog is jumping into the water .,a white dog runs across the water .,2.8,682,0.577506512,799,0.669787938,722,0.82140892,861,0.739438069,798,-0.395523391,-201
651,it probably depends on the cut of meat .,it depends on the meat and how it 's cut .,4,1082,0.792974484,1268,0.895460425,1273,1.050869922,1271,0.966981436,1275,-0.399253903,-1
543,a dog under the stairs,a dog is resting on the stairs .,2.2,548,0.650635853,988,0.774259365,982,0.912638597,1042,0.841448594,1030,-0.400381977,-114
900,"as well as the dolphin scheme , the chaos has allowed foreign companies to engage in damaging logging and fishing operations without proper monitoring or export controls .",internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls .,3.8,1015,0.78483828,1255,0.861374723,1205,1.023757868,1236,0.932168878,1214,-0.401302733,-12
1264,afghan police kill 5 taliban fighters,"5 taliban , 5 afghan police killed in ambushes",2.2,567,0.698308415,1091,0.805362417,1073,0.952612391,1117,0.869911109,1099,-0.401553951,-70
557,six children are cleaning a room .,two male children cleaning up leaves in a parking lot .,1.6,389,0.344578476,270,0.566035789,464,0.656834609,503,0.609690899,490,-0.403054954,-34
943,its keywords are supported by chinese language web portals .,"chinese language web portals also support 3721 keywords , the web site said .",3.2,816,0.651537518,992,0.821985683,1115,0.938299432,1097,0.864545522,1083,-0.403075664,-87
553,the man has a orange shirt .,the woman has a orange shirt .,3.4,869,0.850661897,1326,0.906400443,1293,1.080562018,1309,0.986087551,1303,-0.404061696,1
146,a man is pouring rice a roni into a pan .,a man poured ric-a-roni into a pan .,3.8,989,0.7589116,1216,0.801749049,1067,0.984284018,1168,0.890140537,1137,-0.405730586,-53
890,chiron already has nearly 20 percent acceptances from powderject 's shareholders .,chiron has acceptances from holders of nearly 20 percent of powderject shares .,3.667,965,0.76672191,1229,0.842143557,1161,1.008019361,1211,0.919314074,1200,-0.407173256,-32
1093,the three grocery chains were relying on store managers and replacement workers to keep their stores open .,"the supermarket chains have used managers and replacement workers to keep their stores open , often at reduced hours .",3.4,884,0.708287403,1114,0.833588233,1146,0.974616465,1154,0.896246535,1151,-0.407357293,-48
1349,us drone strike kills eight in waziristan,us drone strike kills 11 in pakistan,2,528,0.756399184,1213,0.828486639,1132,0.996659018,1191,0.905997947,1171,-0.408432213,-37
1187,attacker in afghan uniform kills 2 nato troops,man in afghan army uniform kills nato soldier,3.4,892,0.69373859,1081,0.808139483,1083,0.955495091,1123,0.874854694,1103,-0.409112109,-82
1238,news summary for march 11,news summary for january 14,1.8,436,0.748536507,1199,0.773992205,980,0.96672514,1143,0.867050227,1090,-0.410921569,-107
451,a dog running on the grass,two dogs are running on the grass .,2.6,631,0.861500718,1336,0.906914032,1294,1.090550988,1320,0.990654226,1310,-0.412687227,-10
1282,"international weapons experts leave syria , obama to make statement","weapons experts leave syria , u.s. prepares attack",2.8,703,0.588674363,836,0.679082833,749,0.841132638,893,0.755382488,838,-0.414508079,-201
1,a group of men play soccer on the beach .,a group of boys are playing soccer on the beach .,3.6,922,0.791487105,1265,0.875688589,1235,1.041067482,1263,0.955635883,1256,-0.41495927,-26
1028,""" further testing is still under way , but at this stage , given the early detection , the outlook in such instances would be positive , "" the specialist said yesterday .",""" but at this stage , given the early detection , the outlook in such instances would be positive , "" he said .",3.5,915,0.66256814,1022,0.835265818,1151,0.994404526,1187,0.893773597,1145,-0.416111373,-201
1113,"so in his state of the union address in january , bush declared that the british government "" has learned that saddam hussein recently sought significant quantities of uranium from africa . ""","in his jan. 28 state of the union message , bush said , "" the british government has learned that saddam hussein recently sought significant quantities of uranium from africa . """,4,1134,0.85117403,1327,0.896126272,1275,1.082022052,1311,0.974585484,1289,-0.416743802,-20
1367,rev 's early reads : march 2,"rev. ' s early reads : sept . 3rd , 2015",2,532,0.553288538,742,0.66672736,716,0.818538064,854,0.740901975,802,-0.41706023,-250
1246,man who battled fukushima disaster dies of cancer,former plant chief who battled fukushima disaster dies of cancer,3.4,896,0.732372203,1171,0.87170082,1219,1.011195549,1217,0.924731116,1204,-0.418318075,-44
1116,mcgill also detailed the hole that had been cut in the caprice 's trunk .,mcgill also said a dark glove was stuffed into a hole that had been cut in the caprice 's trunk .,2.25,573,0.6467111,980,0.800062768,1059,0.933006899,1087,0.861942652,1079,-0.41923993,-135
332,an empty office cubicle .,an empty office chair in a cubicle .,3,716,0.751010195,1209,0.887550516,1255,1.030153056,1243,0.957968812,1264,-0.4217454,-22
